"tablescraper-selected-row href","object-contain src","text-[16px]","text-[14px]","text-[14px] 2","text-se-neutral-80","tooltip-content","text-14","rounded-[8px] 2"
"https://vieclam24h.vn/it-phan-mem/dai-phuoc-nhon-trach-chuyen-vien-it-c8p120id200812986.html?open_from=0201_8_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/11/25/LOGO%20VNVC%201_173250905526.w-128.h-128.png?v=220513","Đại Phước Nhơn Trạch_ Chuyên Viên IT","Công Ty Cổ Phần Vacxin Việt Nam","Thoả thuận","Đồng Nai","Đồng Nai","Còn 89 ngày","Ngày hết hạn nộp hồ sơ 31/07/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-thiet-ke-2d-3d-senior-graphic-designer-c8p122id200812411.html?open_from=0201_8_2&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2021/05/07/images/img_vieclam24h_vn_162036248546.w-128.h-128.jpeg?v=220513","Nhân Viên Thiết Kế 2D & 3D (Senior Graphic Designer)","Công Ty CP Én Việt","15 - 25 triệu","TP.HCM","TP.HCM","Còn 20 ngày","Ngày hết hạn nộp hồ sơ 23/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/thuc-tap-sinh-cong-nghe-thong-tin-phan-cung-mang-c7p122id200812335.html?open_from=0201_8_3&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2021/03/22/images/img_vieclam24h_vn_161638685181.w-128.h-128.png?v=220513","Thực Tập Sinh Công Nghệ Thông Tin Phần Cứng - Mạng","Công Ty TNHH Phát Triển Công Nghệ Trường Thịnh Group","0.1 - 1 triệu","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-mem/it-technical-writer-c8p122id200812251.html?open_from=0201_8_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/c5635cac6e9067bf81035bb620a0190b_5cb9921cab982_1555665436.w-128.h-128.png?v=220513","IT - Technical Writer","ACB - NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN Á CHÂU","Thoả thuận","TP.HCM","TP.HCM","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-c7p119id200811465.html?open_from=0201_8_5&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên IT","Công Ty Cổ Phần Thương Mại Dịch Vụ Và Sản Xuất Lâm Hiệp Hưng","12 - 20 triệu","Bình Dương","Bình Dương","Còn 34 ngày","Ngày hết hạn nộp hồ sơ 06/06/2026"
"https://vieclam24h.vn/it-phan-cung-mang/hcm-binh-duong-ky-thuat-thi-cong-dien-nhe-mang-camera-c7p122id200812215.html?open_from=0201_8_6&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/03/06/13ca38a714c7f299abd6-300x115_174123341588.w-128.h-128.jpg?v=220513","[HCM - Bình Dương] Kỹ Thuật Thi Công Điện Nhẹ - Mạng - Camera","Công Ty TNHH Công Nghệ Akas","10 - 15 triệu","TP.HCM, Bình Dương","TP.HCM, Bình Dương","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-van-hanh-phan-mem-c7p73id200812008.html?open_from=0201_8_7&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2015/03/06/1425627732_logo.w-128.h-128.jpg?v=220513","Nhân Viên Vận Hành Phần Mềm","Công Ty Cổ Phần Công Nghiệp Weldcom","13 - 20 triệu","Hà Nội","Hà Nội","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/it-helpdesk-c7p122id200811990.html?open_from=0201_8_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/12/11/m_170226250651.w-128.h-128.png?v=220513","IT Helpdesk","Công Ty Cổ Phần One Distribution Network","10 - 12 triệu","TP.HCM","TP.HCM","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-helpdesk-tai-long-bien-hn-c7p73id200811817.html?open_from=0201_8_9&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2015/03/06/1425627732_logo.w-128.h-128.jpg?v=220513","Nhân Viên IT Helpdesk Tại Long Biên, HN","Công Ty Cổ Phần Công Nghiệp Weldcom","12 - 15 triệu","Hà Nội","Hà Nội","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-it-c7p73id21039177.html?open_from=0201_8_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/06/02/images/165413805174.w-128.h-128.png?v=220513","Kỹ Thuật IT","[Hệ Thống Khách Sạn A25] - Công Ty Cổ Phần A25 Hotel","15 - 26 triệu","Hà Nội, TP.HCM","Hà Nội, TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/marketing/nhan-vien-content-marketing-c12p73id200811170.html?open_from=0201_8_11&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/minisite/2016/02/19/1455876197_logo-vietpower1.w-128.h-128.png?v=220513","Nhân Viên Content Marketing","Công Ty TNHH Du Lịch Vietpower","9 - 15 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-quan-tri-he-thong-c7p73id200811070.html?open_from=0201_8_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/company-logo-medium/022019/78199e66432abcae19afef1a3d0cbb89.w-128.h-128.jpg?v=220513","Nhân Viên Quản Trị Hệ Thống","Arena Multimedia","8 - 15 triệu","Hà Nội","Hà Nội","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-helpdesk-c7p122id200811058.html?open_from=0201_8_13&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên IT Helpdesk","Công Ty Rmg Vietnam","9 - 12 triệu","TP.HCM","TP.HCM","Còn 18 ngày","Ngày hết hạn nộp hồ sơ 21/05/2026"
"https://vieclam24h.vn/it-phan-mem/backend-developer-c8p73id200810460.html?open_from=0201_8_14&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/04/21/z7748272960905_9f6d660948871d46e4ac3b77439a8f73_177675884742.w-128.h-128.jpg?v=220513","Backend Developer","Công Ty TNHH Myg","14 - 20 triệu","Hà Nội","Hà Nội","Còn 16 ngày","Ngày hết hạn nộp hồ sơ 19/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-it-c8p120id200810022.html?open_from=0201_8_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5893f3643ad27_1486091108.w-128.h-128.png?v=220513","Nhân Viên IT","Công Ty Cổ Phần Công Nghiệp Chính Xác Việt Nam","10 - 15 triệu","Đồng Nai","Đồng Nai","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-mem/tap-su-fullstack-developer-c8p73id200809774.html?open_from=0201_8_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/04/19/z6520396909760_cdb47bc3db26c4f4b1c01d6ba085611c_174503911084.w-128.h-128.jpg?v=220513","Tập Sự Fullstack Developer","Công Ty Cổ Phần Midu Menaq7","4.9 - 6 triệu","Hà Nội","Hà Nội","Còn 58 ngày","Ngày hết hạn nộp hồ sơ 30/06/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-trien-khai-phan-mem-c8p122id200809605.html?open_from=0201_8_17&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/06/03/ape%20tech_171740791917.w-128.h-128.jpg?v=220513","Nhân Viên Triển Khai Phần Mềm","Công Ty Cổ Phần Apetechs","7 - 15 triệu","TP.HCM","TP.HCM","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-van-hanh-bao-tri-phong-may-alibaba-lam-viec-tai-vnpt-quan-7-hcm-c7p122id200807957.html?open_from=0201_8_18&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/01/03/5557509_vieclam24h_1578031764.w-128.h-128.png?v=220513","Nhân Viên IT Vận Hành & Bảo Trì Phòng Máy Alibaba (Làm Việc Tại Vnpt - Quận 7- HCM)","Công Ty Cổ Phần Cơ Điện Và Xây Dựng Mec Việt Nam","25 - 30 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/junior-backend-developer-node-js-c8p122id200807740.html?open_from=0201_8_19&search_id=8934079a3f634e9eeb36b3c501feb62a","","Junior Backend Developer Node.Js","Công Ty Cổ Phần Công Nghệ W.H.Y Soft","20 - 30 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/ben-cat-phu-giao-chuyen-vien-it-c8p119id200808556.html?open_from=0201_8_20&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/11/25/LOGO%20VNVC%201_173250905526.w-128.h-128.png?v=220513","[Bến Cát, Phú Giáo] - Chuyên Viên IT","Công Ty Cổ Phần Vacxin Việt Nam","Thoả thuận","Bình Dương","Bình Dương","Còn 58 ngày","Ngày hết hạn nộp hồ sơ 30/06/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-cong-trinh-camera-may-tinh-mang-c7p122id200808485.html?open_from=0201_8_21&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kỹ Thuật Công Trình (Camera, Máy Tính, Mạng)","Công Ty TNHH Công Nghệ Hp Gold Việt Nam","9 - 13 triệu","TP.HCM","TP.HCM","Còn 15 ngày","Ngày hết hạn nộp hồ sơ 18/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-it-senior-back-end-developer-nestjs-crm-c8p122id200807320.html?open_from=0201_8_22&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/16/img-1776337525936_177633752957.w-128.h-128.png?v=220513","Chuyên Viên IT / Senior Back-End Developer (Nestjs, CRM)","Công Ty TNHH Amoeba","20 - 80 triệu","TP.HCM","TP.HCM","Còn 13 ngày","Ngày hết hạn nộp hồ sơ 16/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-van-hanh-mang-an-ninh-c7p90id200807919.html?open_from=0201_8_23&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Vận Hành Mạng & An Ninh","Công Ty TNHH Nexcore Solution Vina","15 - 25 triệu","Bắc Ninh, Hà Nội","Bắc Ninh, Hà Nội","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-quan-ly-kho-va-hanh-chanh-c7p127id200240234.html?open_from=0201_8_24&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Quản Lý Kho Và  Hành Chánh","Công Ty TNHH Nhất Thiên Long","6 - 9 triệu","Vĩnh Long","Vĩnh Long","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-vien-pc-laptop-may-in-tp-hcm-c7p122id200807725.html?open_from=0201_8_25&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2021/03/22/images/img_vieclam24h_vn_161638685181.w-128.h-128.png?v=220513","Kỹ Thuật Viên Pc, Laptop, Máy In - Tp.HCM","Công Ty TNHH Phát Triển Công Nghệ Trường Thịnh Group","10 - 20 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-van-hanh-ung-dung-va-giai-phap-nguoi-dung-specialist-application-operation-and-customer-solutions-c8p122id200807708.html?open_from=0201_8_26&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/17/img-1776397468028_177639746826.w-128.h-128.png?v=220513","Chuyên Viên Vận Hành Ứng Dụng Và Giải Pháp Người Dùng (Specialist, Application Operation And Customer Solutions)","Công Ty Cổ Phần Thiết Bị & Giải Pháp Sạc Điện Ev One","12 - 16 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-dien-tu-vien-thong-di-lam-ngay-c7p122id200807035.html?open_from=0201_8_27&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2018/03/29/1522296663_logo-compressed.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Điện Tử Viễn Thông - Đi Làm Ngay","Maritech Co.,Ltd","10 - 15 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/thuc-tap-sinh-business-development-bd-intern-c8p122id200806319.html?open_from=0201_8_28&search_id=8934079a3f634e9eeb36b3c501feb62a","","Thực Tập Sinh Business Development (Bd Intern)","CÔNG TY TNHH GIẢI PHÁP SAMSET","1 - 2 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-vien-phan-cung-c7p73id200805759.html?open_from=0201_8_29&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/11/11/z6020828743264_5ab0d8e0646e31ce084177da46ada4c2_173130093272.w-128.h-128.jpg?v=220513","Kỹ Thuật Viên Phần Cứng","Công Ty Cổ Phần Vikings Việt Nam","10 - 15 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/intern-ai-erp-software-developer-c7p122id200806386.html?open_from=0201_8_30&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/09/05/images/166235407995.w-128.h-128.png?v=220513","Intern Ai - Erp - Software Developer","Công Ty TNHH T4 Tek","Thoả thuận","TP.HCM","TP.HCM","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/senior-it-specialist-end-user-service-c7p122id200806177.html?open_from=0201_9_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/15/img-1776237625726_177623760980.w-128.h-128.png?v=220513","Senior IT Specialist (End-User Service)","Công Ty Tnhh Bos Semiconductors Vietnam","30 - 40 triệu","TP.HCM","TP.HCM","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/tai-chinh-dau-tu-chung-khoan/chuyen-vien-phan-tich-du-lieu-nganh-tai-chinh-thu-nhap-upto-25-trieu-tai-ho-chi-minh-c18p122id200775764.html?open_from=0201_9_2&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/01/19/Screenshot_1_170563234673.w-128.h-128.png?v=220513","Chuyên Viên Phân Tích Dữ Liệu (Ngành Tài Chính) - Thu Nhập Upto 25 Triệu Tại Hồ Chí Minh","Galaxy Debt Trading Company Limited","15 - 20 triệu","TP.HCM","TP.HCM","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-helpdesk-quan-tri-van-hanh-he-thong-da-nang-c7p104id200805996.html?open_from=0201_9_3&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/01/30/images/167506494776.w-128.h-128.png?v=220513","Nhân Viên IT Helpdesk & Quản Trị Vận Hành Hệ Thống - Đà Nẵng","Hệ Thống Anh Ngữ Quốc Tế Fisher's Superkids - CÔNG TY TNHH GIÁO DỤC VÀ ĐÀO TẠO QUỐC TẾ THẦN ĐỒNG","10 - 12 triệu","Đà Nẵng","Đà Nẵng","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-qc-lap-trinh-laser-c8p122id200805564.html?open_from=0201_9_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2022/05/25/images/165346204698.w-128.h-128.png?v=220513","Nhân Viên QC / Lập Trình Laser","Công Ty TNHH Giải Pháp Công Nghiệp Hoàn Cầu","11 - 15 triệu","TP.HCM","TP.HCM","Còn 9 ngày","Ngày hết hạn nộp hồ sơ 12/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-phan-mem-thanh-thao-erp-c7p120id200805435.html?open_from=0201_9_5&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/08/06/phu-tai_175447820650.w-128.h-128.jpg?v=220513","Nhân Viên IT Phần Mềm (Thành Thạo Erp)","Công Ty TNHH Một Thành Viên Phú Tài Đồng Nai","10 - 15 triệu","Đồng Nai","Đồng Nai","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-nhap-so-lieu-kho-don-hang-lam-viec-tai-q-binh-thanh-c8p122id200462588.html?open_from=0201_9_6&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Nhập Số Liệu Kho, Đơn Hàng Làm Việc Tại Q. Bình Thạnh","Công Ty TNHH Sản Xuất Thương Mại Và Dịch Vụ Thụy Ngọc Hà","7 - 8 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-mem/lap-trinh-vien-backend-php-node-js-c8p122id200805114.html?open_from=0201_9_7&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/08/14/z5730444630967_d702874a62321a15312da9c1dce07d80_172362614485.w-128.h-128.jpg?v=220513","Lập Trình Viên Backend (PHP, Node.Js)","Công Ty TNHH Cityclinic Việt Nam","30 - 35 triệu","TP.HCM","TP.HCM","Còn 58 ngày","Ngày hết hạn nộp hồ sơ 30/06/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-phat-trien-ung-dung-reactjs-ui-ux-html-css-c8p122id200805164.html?open_from=0201_9_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/08/14/z5730444630967_d702874a62321a15312da9c1dce07d80_172362614485.w-128.h-128.jpg?v=220513","Chuyên Viên Phát Triển Ứng Dụng (Reactjs, Ui / Ux, HTML, CSS)","Công Ty TNHH Cityclinic Việt Nam","30 - 35 triệu","TP.HCM","TP.HCM","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/xuat-ban-in-an/nhan-vien-xu-ly-file-thiet-ke-in-an-quang-cao-c52p122id200805153.html?open_from=0201_9_9&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/02/12/5846903_vieclam24h_1581492779.w-128.h-128.png?v=220513","Nhân Viên Xử Lý File Thiết Kế In Ấn Quảng Cáo","Công ty TNHH TM DV Quảng Cáo Tân Hải Thái","8 - 10 triệu","TP.HCM","TP.HCM","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/quan-tri-he-thong-system-administrator-support-level-2-c7p122id200804989.html?open_from=0201_9_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/11/02/logo-color_169889320189.w-128.h-128.png?v=220513","Quản Trị Hệ Thống (System Administrator / Support Level 2)","Công Ty Cổ Phần Sài Gòn BPO","13 - 18 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/fullstack-developer-c8p122id200804717.html?open_from=0201_9_11&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/04/08/logo%20greenworld%20trong%20su%E1%BB%91t_171254813761.w-128.h-128.png?v=220513","Fullstack Developer","Công Ty Cổ Phần Kỹ Thuật Môi Trường Thế Giới Xanh","9 - 14 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-quy-nhon-c7p107id200804508.html?open_from=0201_9_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2021/03/05/images/161491491074.w-128.h-128.jpeg?v=220513","Nhân Viên Kỹ Thuật (Quy Nhơn)","Công Ty CP Kỹ Thuật Kết Nối Số","7 - 12 triệu","Bình Định","Bình Định","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-tu-van-trien-khai-phan-mem-erp-c8p122id200804490.html?open_from=0201_9_13&search_id=8934079a3f634e9eeb36b3c501feb62a","","Chuyên Viên Tư Vấn Triển Khai Phần Mềm Erp","Công Ty TNHH Công Nghệ Và Giải Pháp Omega","10 - 12 triệu","TP.HCM","TP.HCM","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-tu-van-cham-soc-khach-hang-lam-tai-van-phong-quan-go-vap-c13p122id200804396.html?open_from=0201_9_14&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/3ca22bc776da85e157cef14119a4bb20_59b0be2e74991_1504755246.w-128.h-128.png?v=220513","Nhân Viên Tư Vân Chăm Sóc Khách Hàng – Làm Tại Văn Phòng (Quận Gò Vấp)","Siêu Thị Viễn Thông - Công Ty CP Viễn Thông Á Châu","12 - 40 triệu","TP.HCM","TP.HCM","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-phat-trien-ung-dung-web-web-app-developer-c8p122id200803718.html?open_from=0201_9_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/03/12/CINESTAR-BLACK_171021130630.w-128.h-128.png?v=220513","Chuyên Viên Phát Triển Ứng Dụng Web (Web App Developer)","Công Ty Cổ Phần Giải Trí - Phát Hành Phim - Rạp Chiếu Phim Ngôi Sao","12 - 16 triệu","TP.HCM","TP.HCM","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-quan-ly-ha-tang-vien-thong-ba-ria-vung-tau-c7p121id200804325.html?open_from=0201_9_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/26/img-1721965753129_172196575369.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Quản Lý Hạ Tầng Viễn Thông - Bà Rịa Vũng Tàu","Công Ty Cổ Phần Viễn Thông Fpt","10 - 20 triệu","Bà Rịa - Vũng Tàu","Bà Rịa - Vũng Tàu","Còn 13 ngày","Ngày hết hạn nộp hồ sơ 16/05/2026"
"https://vieclam24h.vn/buu-chinh-vien-thong/nhan-vien-ky-thuat-vien-thong-khong-yeu-cau-kinh-nghiem-kv-thu-duc-c38p122id200804067.html?open_from=0201_9_17&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/12/12/images/167081528625.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Viễn Thông - Không Yêu Cầu Kinh Nghiệm (Kv Thủ Đức)","Công Ty Cổ Phần Viễn Thông ACT","8 - 15 triệu","TP.HCM","TP.HCM","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/it-phan-mem/lap-trinh-vien-mobile-flutter-react-native-ha-noi-c8p73id200803747.html?open_from=0201_9_18&search_id=8934079a3f634e9eeb36b3c501feb62a","","Lập Trình Viên Mobile (Flutter / React Native) - Hà Nội","Công Ty Cổ Phần Công Nghệ Vcs Việt Nam","15 - 25 triệu","Hà Nội","Hà Nội","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/it-phan-mem/seo-ai-marketing-specialist-c8p122id200803680.html?open_from=0201_9_19&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/07/19/images/165822440595.w-128.h-128.jpeg?v=220513","SEO & Ai Marketing Specialist","Công Ty Cổ Phần Công Nghệ Inapps","8 - 12 triệu","TP.HCM","TP.HCM","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-nhap-lieu-c8p123id200803267.html?open_from=0201_9_20&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/11/08/z4860360840800_8abed4b1f1c4649493089a1a525a276a_169942739651.w-128.h-128.jpg?v=220513","Nhân Viên Nhập Liệu","Công Ty TNHH Gold Coin Feedmill Đồng Nai – Chi Nhánh Long An","9 - 11 triệu","Long An","Long An","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/truong-phong-ky-thuat-c7p122id200803388.html?open_from=0201_9_21&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/03/02/2_167772556891.w-128.h-128.png?v=220513","Trưởng Phòng Kỹ Thuật","Công Ty Cổ Phần Mũ Xanh","25 - 45 triệu","TP.HCM","TP.HCM","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
