"text-decoration-none href","rounded src","job-title","text-muted","mt-1","mt-1 2","badge","badge 2","badge 3"
"https://jobsgo.vn/viec-lam/inventory-analyst-regional-scope-26451403156.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/18854-200x200.jpg?v=1640567500","Inventory Analyst (Regional Scope)","Công Ty TNHH Pepperl + Fuchs ( Vietnam)","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","20 ngày trước"
"https://jobsgo.vn/viec-lam/truong-phong-du-an-26452380844.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/108182-200x200.jpg?v=1679454881","Trưởng Phòng Dự Án","Công Ty Cổ Phần Dịch Vụ Thiết Bị Nâng Ngoài Khơi","30 - 40 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 6 năm","20 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-tu-van-dich-vu-website-khu-vuc-binh-thanh-co-26451090839.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/310314-200x200.jpg?v=1751873154","Nhân Viên Tư Vấn Dịch Vụ Website Khu Vực Bình Thạnh Có","CÔNG TY TNHH SKD GROUP","7 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 1 năm","20 ngày trước"
"https://jobsgo.vn/viec-lam/sales-engineer-tu-dong-hoa-25466-26449556412.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","SALES ENGINEER (TỰ ĐỘNG HÓA) - 25466","Công Ty TNHH Reeracoen Việt Nam","20 - 40 triệu VNĐ","Hồ Chí Minh","Full-time","3 - 5 năm","20 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-gia-tu-van-trien-khai-erp-cho-nganh-san-xuat-tieng-nhat-n2-26229-quan-1-hcm-26439684479.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","Chuyên Gia Tư Vấn Triển Khai Erp (Cho Ngành Sản Xuất) (Tiếng Nhật N2) (26229) [Quận 1 , HCM]","Công Ty TNHH Reeracoen Việt Nam","25 - 35 triệu VNĐ","Hồ Chí Minh","Full-time","3 - 3 năm","20 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-26443866811.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/480696-200x200.jpg?v=1775203217","Nhân Viên Kỹ Thuật","CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ INNOVUS","9 - 10 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","20 ngày trước"
"https://jobsgo.vn/viec-lam/quan-ly-du-an-thiet-ke-lap-dat-may-moc-day-chuyen-san-xuat-26442699017.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/296859-200x200.jpg?v=1744376430","Quản Lý Dự Án (Thiết Kế & Lắp Đặt Máy Móc Dây Chuyền Sản Xuất)","CÔNG TY TNHH CƠ KHÍ THUẬN THIÊN","20 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","20 ngày trước"
"https://jobsgo.vn/viec-lam/android-developer-kotlin-java-26442047225.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/479631-200x200.jpg?v=1774920742","Android Developer (Kotlin/Java)","Công Ty TNHH Công Nghệ Hippo","20 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","21 ngày trước"
"https://jobsgo.vn/viec-lam/rd-specialist-26441571960.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482605-200x200.jpg?v=1776013260","R&D Specialist","Coepto Vietnam Company","Thỏa thuận","Long An, Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-quan-ly-du-an-26440309113.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/190873-200x200.jpg?v=1718698446","Chuyên Viên Quản Lý Dự Án","CÔNG TY CỔ PHẦN ĐẦU TƯ SCC","25 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 5 năm","21 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-quan-ly-du-an-26440146165.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/401395-200x200.jpg?v=1766224808","Chuyên Viên Quản Lý Dự Án","CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ DẦU KHÍ GLOCOM","10 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 1 năm","21 ngày trước"
"https://jobsgo.vn/viec-lam/project-engineer-mechanical-background-26438761107.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/65030-200x200.jpg?v=1624503148","Project Engineer (Mechanical Background)","Công Ty TNHH Therm-x System Việt Nam Technology","Thỏa thuận","Bình Dương, Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/erp-application-support-epicor-preferred-26438774686.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/65030-200x200.jpg?v=1624503148","ERP Application Support (Epicor Preferred)","Công Ty TNHH Therm-x System Việt Nam Technology","Thỏa thuận","Bình Dương, Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/assembly-engineer-26438679633.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/65030-200x200.jpg?v=1624503148","Assembly Engineer","Công Ty TNHH Therm-x System Việt Nam Technology","Thỏa thuận","Bình Dương, Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/senior-cs-engineer-or-cs-engineer-26438421632.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482567-200x200.jpg?v=1775991633","Senior CS Engineer or CS Engineer","CPG Vietnam Co., Ltd.","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/architects-26438380895.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482567-200x200.jpg?v=1775991633","Architects","CPG Vietnam Co., Ltd.","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-bim-senior-bim-engineer-tekla-26438394474.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482564-200x200.jpg?v=1775991626","Kỹ Sư BIM - Senior BIM Engineer (Tekla)","gbc Engineers Vietnam LLC","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/senior-graphic-designer-26438340158.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482567-200x200.jpg?v=1775991633","Senior Graphic Designer","CPG Vietnam Co., Ltd.","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/structural-engineer-26438353737.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482564-200x200.jpg?v=1775991626","Structural Engineer","gbc Engineers Vietnam LLC","Thỏa thuận","Đà Nẵng, Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/automation-test-engineer-electronics-26437783419.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482529-200x200.jpg?v=1775984512","Automation Test Engineer (Electronics)","Công Ty TNHH Omnicomm Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/legal-supervisor-26437063732.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482481-200x200.jpg?v=1775970014","Legal Supervisor","Banpu Vietnam Limited Liability Company","16 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","21 ngày trước"
"https://jobsgo.vn/viec-lam/quality-engineer-supplier-development-26436384782.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482449-200x200.jpg?v=1775941213","Quality Engineer, Supplier Development","Specialized Bicycle Components Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-booking-kols-kocs-26435923096.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/273543-200x200.jpg?v=1741593002","Nhân Viên Booking KOLS/KOCS","CÔNG TY TNHH YEEE","10 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 1 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/trade-marketing-specialist-26435705832.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482439-200x200.jpg?v=1775926815","Trade Marketing Specialist","7-Eleven Vietnam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/architect-senior-architect-26435719411.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/53045-200x200.jpg?v=1616126228","Architect / Senior Architect","Công Ty Cổ Phần Kiến Trúc TWOG","Thỏa thuận","Hồ Chí Minh, Hà Nội","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/cong-ty-nhat-tuyen-ky-su-lap-trinh-python-26435515726.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481507-200x200.jpg?v=1776049356","Công Ty Nhật Tuyển Kỹ Sư Lập Trình PYTHON","Công Ty TNHH Nhân Lực Đồng Bằng","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/senior-it-audit-26434945408.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482414-200x200.jpg?v=1776133375","Senior IT Audit","Công Ty TNHH Bảo Hiểm Nhân Thọ Dai-Ichi Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/alternative-distribution-planning-26434958987.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482414-200x200.jpg?v=1776133375","Alternative Distribution Planning","Công Ty TNHH Bảo Hiểm Nhân Thọ Dai-Ichi Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/senior-it-business-analyst-cum-product-manager-26434904671.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482414-200x200.jpg?v=1776133375","Senior IT Business Analyst cum Product Manager","Công Ty TNHH Bảo Hiểm Nhân Thọ Dai-Ichi Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/senior-data-analyst-26434687407.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/92148-200x200.jpg?v=1661328575","Senior Data Analyst","Công Ty TNHH Truyền Hình FPT","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 3 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/database-developer-26434660249.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/428-200x200.jpg?v=1612495144","Database Developer","Union Technology Corporation","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 3 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/senior-underwriter-engineering-construction-renewable-energy-26434429406.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482420-200x200.jpg?v=1775908821","Senior Underwriter Engineering - Construction & Renewable Energy","QBE Insurance (Vietnam) Ltd","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-marketing-vi-sinhpharma-gmp-26434347932.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/91162-200x200.jpg?v=1659585324","Chuyên Viên Marketing - Vi Sinh(Pharma/GMP)","Công Ty TNHH Thiết Bị Khoa Học Labone","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/english-teacher-full-time-26434198563.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/399316-200x200.jpg?v=1766082608","English Teacher Full Time","Hệ Thống Giáo Dục Anh Ngữ Độc Quyền Mỹ Rise Việt Nam","9 - 12 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-quan-ly-du-an-26433750456.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/275295-200x200.jpg?v=1741594264","Nhân Viên Quản Lý Dự Án","CÔNG TY TNHH XÂY DỰNG - KỸ THUẬT - CƠ ĐIỆN VNEC","13 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/alternative-distribution-planning-26433587508.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482414-200x200.jpg?v=1776133375","Alternative Distribution Planning","Công Ty TNHH Bảo Hiểm Nhân Thọ Dai-Ichi Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/senior-automation-tester-26433465297.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482396-200x200.jpg?v=1775905224","Senior Automation Tester","CÔNG TY TNHH MTV CONVERTECH SOLUTIONS","27 - 34 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/offline-english-teacher-part--time-26432935716.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/181639-200x200.jpg?v=1715766073","Offline English Teacher [Part- Time]","BrightChamps","Thỏa thuận","Hồ Chí Minh","Part-time","Dưới 1 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-van-hanh-bao-tri-may-moc-26432881400.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/362507-200x200.jpg?v=1759152621","Nhân Viên Kỹ Thuật Vận Hành - Bảo Trì Máy Móc","CÔNG TY TNHH SHYNH GROUP HOLDING","11 - 14 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 1 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-community-operation-26431700027.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/346075-200x200.jpg?v=1756245605","Thực Tập Sinh Community & Operation","CÔNG TY TNHH WEEBUILD VIỆT NAM","Đến 2 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","22 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-ke-hoach-26431577816.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/276366-200x200.jpg?v=1741595019","Chuyên Viên Kế Hoạch","CÔNG TY TNHH ATRIUM DESIGN AND BUILD","16 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 4 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/social-insight-leader-26429894020.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/481796-200x200.jpg?v=1776051166","Social Insight Leader","Công Ty TNHH Younet Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 3 năm","22 ngày trước"
"https://jobsgo.vn/viec-lam/senior-digital-marketing-creative-ai-26426295585.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482305-200x200.jpg?v=1775836830","Senior Digital Marketing (Creative & AI)","Công Ty TNHH Pati Group Agency","Từ 17 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/financial-product-operations-specialist-26426186953.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/393160-200x200.jpg?v=1765348210","Financial Product Operations Specialist","QuessCorp Vietnam","12 - 13 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/senior-digital-marketing-specialist-strong-performance-26426132637.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482305-200x200.jpg?v=1775836830","Senior Digital Marketing Specialist (Strong Performance)","Công Ty TNHH Pati Group Agency","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-giam-sat-camera-26425331476.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/355045-200x200.jpg?v=1773219735","Nhân Viên Giám Sát Camera","Hộ Kinh Doanh Ways Station Qt","6 - 8 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/sales-engineer-automation-systems-gross-salary-upto-40mil-district-1-hcm-25466-26419872718.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","Sales Engineer ( Automation systems) - Gross Salary upto 40mil  -  District 1, HCM - (25466)","Công Ty TNHH Reeracoen Việt Nam","30 - 40 triệu VNĐ","Hồ Chí Minh","Full-time","3 - 4 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-sales-staff-offer-upto-20-trieu-bo-phan-thuc-pham-tieng-nhat-n2-quan-1-27993-26420809669.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","Nhân Viên Kinh Doanh - Sales Staff Offer Upto 20 Triệu (Bộ phận Thực phẩm, Tiếng Nhật N2, Quận 1) [27993]","Công Ty TNHH Reeracoen Việt Nam","Đến 20 triệu VNĐ","Hồ Chí Minh","Full-time","2 - 5 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/full-stack-java-software-architect-fintech-aws-microservices-26423335363.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482246-200x200.jpg?v=1775815228","Full Stack Java Software Architect (Fintech, AWS, Microservices)","Vietpay Corporation","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/enterprise-database-architect-fintech-26423308205.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482246-200x200.jpg?v=1775815228","Enterprise Database Architect (Fintech)","Vietpay Corporation","Thỏa thuận","Hồ Chí Minh, Hà Nội","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/android-developer-smart-pos-fintech-26423321784.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482246-200x200.jpg?v=1775815228","Android Developer, Smart POS (Fintech)","Vietpay Corporation","Thỏa thuận","Hồ Chí Minh, Hà Nội","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/ap-supervisor-26423294626.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482257-200x200.jpg?v=1775815244","AP Supervisor","BW Industrial Development JSC","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-26423118099.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482241-200x200.jpg?v=1775815223","Nhân Viên Kỹ Thuật","Long Hai Security JSC (Securitas Vietnam)","11 - 23 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/business-development-executive-it-outsourcing-26421651567.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/98177-200x200.jpg?v=1669878092","Business Development Executive - IT Outsourcing","Công Ty Cổ Phần Sparkminds","12 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-thiet-bi-san-pham-nha-khoa-dentium-26421271355.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/236845-200x200.jpg?v=1724037370","Nhân Viên Kinh Doanh Thiết Bị Sản Phẩm Nha Khoa Dentium","Chi Nhánh Công Ty TNHH BMS Vina Tại Hà Nội","Thỏa thuận","Cần Thơ, Đà Nẵng,...","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/senior-human-resources-general-affairs-manager-26421230618.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/236845-200x200.jpg?v=1724037370","Senior Human Resources & General Affairs Manager","Chi Nhánh Công Ty TNHH BMS Vina Tại Hà Nội","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-thiet-bi-san-pham-nha-khoa-dentium-26421257776.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/236845-200x200.jpg?v=1724037370","Nhân Viên Kinh Doanh Thiết Bị Sản Phẩm Nha Khoa Dentium","Chi Nhánh Công Ty TNHH BMS Vina Tại Hà Nội","Thỏa thuận","Cần Thơ, Đà Nẵng,...","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-qs-du-toan-26420673879.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/83195-200x200.jpg?v=1643266990","Kỹ Sư QS - Dự Toán","Công Ty TNHH Kiến Trúc Và Xây Dựng Dori","15 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/executive-copywriter-26419017241.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482187-200x200.jpg?v=1775808034","Executive Copywriter","CÔNG TY TNHH UNICORN DIGITAL","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 2 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/planning-officer-26417455656.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/279082-200x200.jpg?v=1741597088","Planning Officer","Chailease International Leasing Co., Ltd. (Head Office)","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-van-hanh-26417143339.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/348505-200x200.jpg?v=1763359690","Chuyên Viên Vận Hành","Công Ty TNHH Foamy","7 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/soc-analyst-tier-1-at-least-1-year-of-experience-26416559442.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/575-200x200.jpg?v=1753345105","SOC Analyst Tier 1 - At Least 1 Year Of Experience","Công Ty Cổ Phần BPO Mắt Bão","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/enterprise-business-development-26415581754.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/393-200x200.jpg?v=1691458633","Enterprise Business Development","Công ty Cổ phần Công nghệ Haravan","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/enterprise-business-development-26415595333.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/393-200x200.jpg?v=1691458633","Enterprise Business Development","Công ty Cổ phần Công nghệ Haravan","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-web-26414997857.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/244857-200x200.jpg?v=1730877567","Nhân Viên Kinh Doanh Phần Mềm Web","Công Ty TNHH Adsagency Việt Nam","5 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-digital-marketing-26414970699.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/244857-200x200.jpg?v=1730877567","Nhân Viên Kinh Doanh Digital Marketing","Công Ty TNHH Adsagency Việt Nam","5 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-kinh-doanh-linh-vuc-truyen-hinh-26411725318.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/59613-200x200.jpg?v=1621928797","Thực Tập Sinh Kinh Doanh Lĩnh Vực Truyền Hình","Công Ty Cổ Phần Phát Triển Thương Hiệu Việt (Gold Key Media)","4 - 7 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","23 ngày trước"
"https://jobsgo.vn/viec-lam/ai-tech-lead-26410448892.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/277588-200x200.jpg?v=1745890737","AI Tech Lead","Công Ty TNHH Giải Pháp Trí Tuệ Số","60 - 80 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 5 năm","23 ngày trước"
"https://jobsgo.vn/viec-lam/digital-google-ads-2-nam-26407502249.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/329104-200x200.jpg?v=1752760807","Digital Google Ads - 2 Năm","ICONDENIM","12 - 16 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-ke-hoach-du-an-kiem-admin-operations-26407122037.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/65207-200x200.jpg?v=1716534595","Chuyên Viên Kế Hoạch Dự Án Kiêm Admin / Operations","Công Ty TNHH Sản Xuất Và Thương Mại United Vision","12 - 14 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 3 năm","24 ngày trước"
"https://jobsgo.vn/viec-lam/general-accountant-26404406237.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482067-200x200.jpg?v=1775750428","General Accountant","Công Ty TNHH Prominent ( Việt Nam ) / Itochu Group","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/supplier-quality-engineer-kitchen-blinds-26404256868.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482069-200x200.jpg?v=1775750434","Supplier Quality Engineer (Kitchen/ Blinds)","The Ro Of HOME Depot International, INC. In HCM","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/field-service-engineer-automation-26403754445.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/99209-200x200.jpg?v=1670993878","Field Service Engineer (Automation)","Công Ty TNHH Saikopack Việt Nam","11 - 23 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/kol-influencer-affiliate-executive-korea-cosmetic-26403740866.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/95891-200x200.jpg?v=1745289334","KOL Influencer Affiliate Executive (Korea Cosmetic)","Công ty TNHH ActsOne Việt Nam","11 - 16 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/junior-ui-ux-designer-26403700129.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482051-200x200.jpg?v=1775743249","Junior UI/UX Designer","Codeforce VINA","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","24 ngày trước"
"https://jobsgo.vn/viec-lam/ky-su-dich-vu-ky-thuat-service-engineer-26403632234.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/482039-200x200.jpg?v=1776066516","Kỹ Sư Dịch Vụ Kỹ Thuật (Service Engineer)","Công Ty TNHH Insize Việt Nam","18 - 34 triệu VNĐ","Hồ Chí Minh, Hà Nội","Full-time","Không yêu cầu","24 ngày trước"
